Abundance,ID,name
"15","K02135","F-type H+-transporting ATPase subunit epsilon"
"15","K01575","acetolactate decarboxylase [EC:4.1.1.5]"
"15","K01449","N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]"
"15","K01265","methionyl aminopeptidase [EC:3.4.11.18]"
"15","K00416","ubiquinol-cytochrome c reductase subunit 6"
"14","K20362","protein transport protein YIF1"
"14","K20266","type IV secretion system protein TrbJ"
"14","K19048","toxic protein SymE"
"14","K18749","protein LSM14"
"14","K18710","histone RNA hairpin-binding protein"
"14","K17619","magnesium-dependent phosphatase 1 [EC:3.1.3.48 3.1.3.-]"
"14","K17427","large subunit ribosomal protein L46"
"14","K16748","Bardet-Biedl syndrome 5 protein"
"14","K15559","regulator of Ty1 transposition protein 103"
"14","K15544","RNA polymerase II subunit A C-terminal domain phosphatase SSU72 [EC:3.1.3.16]"
"14","K13639","MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR"
"14","K12856","pre-mRNA-processing factor 8"
"14","K11884","RNA-binding protein PNO1"
"14","K11878","proteasome assembly chaperone 4"
"14","K11583","serine/threonine-protein phosphatase 2A regulatory subunit B''"
"14","K11130","H/ACA ribonucleoprotein complex subunit 3"
"14","K11087","small nuclear ribonucleoprotein D1"
"14","K09924","uncharacterized protein"
"14","K09921","uncharacterized protein"
"14","K09798","uncharacterized protein"
"14","K07734","transcriptional regulator"
"14","K07488","transposase"
"14","K06963","tRNA acetyltransferase TAN1"
"14","K06691","26S proteasome regulatory subunit N13"
"14","K06316","oligosaccharide translocation protein RFT1"
"14","K04566","lysyl-tRNA synthetase, class I [EC:6.1.1.6]"
"14","K03217","YidC/Oxa1 family membrane protein insertase"
"14","K02974","small subunit ribosomal protein S24e"
"14","K02908","large subunit ribosomal protein L30e"
"14","K02684","DNA primase small subunit [EC:2.7.7.102]"
"14","K02357","elongation factor Ts"
"14","K02237","competence protein ComEA"
"14","K02114","F-type H+-transporting ATPase subunit epsilon"
"14","K01779","aspartate racemase [EC:5.1.1.13]"
"14","K01753","D-serine dehydratase [EC:4.3.1.18]"
"14","K01227","mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [EC:3.2.1.96]"
"14","K00899","5-methylthioribose kinase [EC:2.7.1.100]"
"14","K00346","Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1]"
"13","K22377","E3 ubiquitin-protein ligase listerin [EC:2.3.2.27]"
"13","K20472","coatomer subunit zeta"
"13","K19222","1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]"
"13","K16317","tRNA (pseudouridine54-N1)-methyltransferase [EC:2.1.1.257]"
"13","K15984","16S rRNA (guanine1516-N2)-methyltransferase [EC:2.1.1.242]"
"13","K14559","U3 small nucleolar RNA-associated protein MPP10"
"13","K12834","PHD finger-like domain-containing protein 5A"
"13","K12447","UDP-sugar pyrophosphorylase [EC:2.7.7.64]"
"13","K11584","serine/threonine-protein phosphatase 2A regulatory subunit B'"
"13","K10845","TFIIH basal transcription factor complex TTD-A subunit"
"13","K10703","very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]"
"13","K09956","uncharacterized protein"
"13","K09949","uncharacterized protein"
"13","K09792","uncharacterized protein"
"13","K08296","phosphohistidine phosphatase [EC:3.1.3.-]"
"13","K07722","CopG family transcriptional regulator, nickel-responsive regulator"
"13","K07443","methylated-DNA-protein-cysteine methyltransferase related protein"
"13","K07441","beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]"
"13","K07284","sortase A [EC:3.4.22.70]"
"13","K07190","phosphorylase kinase alpha/beta subunit"
"13","K06961","ribosomal RNA assembly protein"
"13","K06943","nucleolar GTP-binding protein"
"13","K05589","cell division protein FtsB"
"13","K04744","LPS-assembly protein"
"13","K04354","serine/threonine-protein phosphatase 2A regulatory subunit B"
"13","K03795","sirohydrochlorin cobaltochelatase [EC:4.99.1.3]"
"13","K03746","DNA-binding protein H-NS"
"13","K03625","transcription antitermination protein NusB"
"13","K03163","DNA topoisomerase I [EC:5.6.2.1]"
"13","K02993","small subunit ribosomal protein S7e"
"13","K02638","plastocyanin"
"13","K02460","general secretion pathway protein K"
"13","K02387","flagellar basal-body rod protein FlgB"
"13","K01953","asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]"
"13","K01866","tyrosyl-tRNA synthetase [EC:6.1.1.1]"
"13","K01815","4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]"
"13","K01527","nascent polypeptide-associated complex subunit beta"
"13","K00662","aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]"
"13","K00537","arsenate reductase (glutaredoxin) [EC:1.20.4.1]"
"13","K00033","6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]"
"12","K22698","protein SEY1 [EC:3.6.5.-]"
"12","K20827","RNA polymerase II-associated protein 2 [EC:3.1.3.16]"
"12","K20304","trafficking protein particle complex subunit 6"
"12","K19985","exocyst complex component 6"
"12","K19033","30S ribosomal protein S31"
"12","K18465","WASH complex subunit 7"
"12","K15029","translation initiation factor 3 subunit L"
"12","K14842","ribosome biogenesis protein NSA2"
"12","K12068","conjugal transfer pilus assembly protein TraL"
"12","K10947","PadR family transcriptional regulator, regulatory protein PadR"
"12","K09880","enolase-phosphatase E1 [EC:3.1.3.77]"
"12","K09549","prefoldin subunit 2"
"12","K09131","uncharacterized protein"
"12","K07573","exosome complex component CSL4"
"12","K07480","insertion element IS1 protein InsB"
"12","K07454","putative restriction endonuclease"
"12","K07285","outer membrane lipoprotein"
"12","K07236","tRNA 2-thiouridine synthesizing protein C"
"12","K07026","mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]"
"12","K07005","uncharacterized protein"
"12","K06995","uncharacterized protein"
"12","K06952","uncharacterized protein"
"12","K06944","uncharacterized protein"
"12","K04523","ubiquilin"
"12","K04092","chorismate mutase [EC:5.4.99.5]"
"12","K03799","heat shock protein HtpX [EC:3.4.24.-]"
"12","K03237","translation initiation factor 2 subunit 1"
"12","K03115","casein kinase II subunit beta"
"12","K02983","small subunit ribosomal protein S30e"
"12","K02971","small subunit ribosomal protein S21e"
"12","K02966","small subunit ribosomal protein S19e"
"12","K02928","large subunit ribosomal protein L41e"
"12","K02568","cytochrome c-type protein NapB"
"12","K02414","flagellar hook-length control protein FliK"
"12","K02407","flagellar hook-associated protein 2"
"12","K02277","cytochrome c oxidase subunit IV [EC:1.9.3.1]"
"12","K01945","phosphoribosylamine---glycine ligase [EC:6.3.4.13]"
"12","K00417","ubiquinol-cytochrome c reductase subunit 7"
"11","K22761","DNA-directed primase/polymerase protein [EC:2.7.7.102 2.7.7.7]"
"11","K22647","ubiquitin carboxyl-terminal hydrolase MINDY-3/4 [EC:3.4.19.12]"
"11","K22565","COMM domain containing 9"
"11","K20318","protein SYS1"
"11","K19682","intraflagellar transport protein 46"
"11","K18955","WhiB family transcriptional regulator, redox-sensing transcriptional regulator"
"11","K17662","cytochrome b pre-mRNA-processing protein 3"
"11","K17560","unconventional prefoldin RPB5 interactor 1"
"11","K14801","pre-rRNA-processing protein TSR4"
"11","K14058","tRNA 2-thiocytidine biosynthesis protein TtcA"
"11","K13992","photosynthetic reaction center cytochrome c subunit"
"11","K13220","WW domain-binding protein 4"
"11","K12592","exosome complex protein LRP1"
"11","K11893","type VI secretion system protein ImpJ"
"11","K11189","phosphocarrier protein"
"11","K10026","7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]"
"11","K09954","uncharacterized protein"
"11","K09933","MtfA peptidase"
"11","K09891","uncharacterized protein"
"11","K09826","Fur family transcriptional regulator, iron response regulator"
"11","K09729","uncharacterized protein"
"11","K09165","dodecin"
"11","K08984","putative membrane protein"
"11","K08343","ubiquitin-like-conjugating enzyme ATG3"
"11","K08272","calcium binding protein 39"
"11","K07755","arsenite methyltransferase [EC:2.1.1.137]"
"11","K07503","endonuclease [EC:3.1.-.-]"
"11","K07501","3'-5' exonuclease"
"11","K06693","26S proteasome non-ATPase regulatory subunit 9"
"11","K06416","stage V sporulation protein S"
"11","K05759","profilin"
"11","K03262","translation initiation factor 5"
"11","K03188","urease accessory protein"
"11","K03149","thiazole synthase [EC:2.8.1.10]"
"11","K02901","large subunit ribosomal protein L27e"
"11","K02742","SprT protein"
"11","K02717","photosystem II oxygen-evolving enhancer protein 2"
"11","K02496","uroporphyrin-III C-methyltransferase [EC:2.1.1.107]"
"11","K02420","flagellar biosynthetic protein FliQ"
"11","K02192","bacterioferritin-associated ferredoxin"
"11","K01933","phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]"
"11","K01867","tryptophanyl-tRNA synthetase [EC:6.1.1.2]"
"11","K01228","mannosyl-oligosaccharide glucosidase [EC:3.2.1.106]"
"11","K01183","chitinase [EC:3.2.1.14]"
"11","K01179","endoglucanase [EC:3.2.1.4]"
"11","K00574","cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]"
"11","K00555","tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]"
"11","K00242","succinate dehydrogenase / fumarate reductase, membrane anchor subunit"
"10","K20179","vacuolar protein sorting-associated protein 11"
"10","K19680","TRAF3-interacting protein 1"
"10","K18735","protein SMG9"
"10","K17771","mitochondrial import receptor subunit TOM7"
"10","K17497","phosphomannomutase [EC:5.4.2.8]"
"10","K17261","adenylyl cyclase-associated protein"
"10","K15537","alkylglycerol monooxygenase [EC:1.14.16.5]"
"10","K15153","mediator of RNA polymerase II transcription subunit 31"
"10","K14683","solute carrier family 34 (sodium-dependent phosphate cotransporter)"
"10","K12826","splicing factor 3A subunit 2"
"10","K12817","pre-mRNA-splicing factor 18"
"10","K12285","MSHA biogenesis protein MshO"
"10","K11877","proteasome assembly chaperone 3"
"10","K11490","condensin-2 complex subunit H2"
"10","K11096","small nuclear ribonucleoprotein D2"
"10","K09939","uncharacterized protein"
"10","K09811","cell division transport system permease protein"
"10","K09728","uncharacterized protein"
"10","K09554","cell division cycle protein 37"
"10","K09548","prefoldin subunit 1"
"10","K09009","uncharacterized protein"
"10","K08310","dihydroneopterin triphosphate diphosphatase [EC:3.6.1.67]"
"10","K07344","type IV secretion system protein TrbL"
"10","K07184","SH3 domain protein"
"10","K07107","acyl-CoA thioester hydrolase [EC:3.1.2.-]"
"10","K05755","actin related protein 2/3 complex, subunit 4"
"10","K05754","actin related protein 2/3 complex, subunit 5"
"10","K05303","O-methyltransferase [EC:2.1.1.-]"
"10","K04757","serine/threonine-protein kinase RsbW [EC:2.7.11.1]"
"10","K04565","superoxide dismutase, Cu-Zn family [EC:1.15.1.1]"
"10","K04075","tRNA(Ile)-lysidine synthase [EC:6.3.4.19]"
"10","K03963","NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 7"
"10","K03949","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 5"
"10","K03845","alpha-1,3-mannosyltransferase [EC:2.4.1.258]"
"10","K03690","ubiquinone biosynthesis protein UbiJ"
"10","K03643","LPS-assembly lipoprotein"
"10","K03503","DNA polymerase V [EC:3.4.21.-]"
"10","K03189","urease accessory protein"
"10","K02978","small subunit ribosomal protein S27e"
"10","K02969","small subunit ribosomal protein S20e"
"10","K02910","large subunit ribosomal protein L31e"
"10","K02007","cobalt/nickel transport system permease protein"
"10","K01640","hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]"
"10","K00949","thiamine pyrophosphokinase [EC:2.7.6.2]"
"10","K00943","dTMP kinase [EC:2.7.4.9]"
"10","K00241","succinate dehydrogenase / fumarate reductase, cytochrome b subunit"
"10","K00127","formate dehydrogenase subunit gamma"
"10","K00077","2-dehydropantoate 2-reductase [EC:1.1.1.169]"
"9","K22900","tRNA (adenine37-N6)-methyltransferase [EC:2.1.1.-]"
"9","K21989","calcium permeable stress-gated cation channel"
"9","K21700","beta-alanine degradation protein BauB"
"9","K20523","SH3 domain-containing YSC84-like protein 1"
"9","K19411","protein arginine kinase activator"
"9","K18814","putative inorganic carbon (hco3(-)) transporter"
"9","K18159","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 1"
"9","K17780","mitochondrial import inner membrane translocase subunit TIM8"
"9","K17411","small subunit ribosomal protein S33"
"9","K16912","ribosomal biogenesis protein LAS1"
"9","K15977","putative oxidoreductase"
"9","K14850","ribosomal RNA-processing protein 8 [EC:2.1.1.287]"
"9","K14617","LMBR1 domain-containing protein 1"
"9","K13171","serine/arginine repetitive matrix protein 1"
"9","K13123","G patch domain-containing protein 1"
"9","K12872","pre-mRNA-splicing factor RBM22/SLT11"
"9","K11866","STAM-binding protein [EC:3.4.19.12]"
"9","K11863","Ataxin-3 [EC:3.4.22.-]"
"9","K11324","DNA methyltransferase 1-associated protein 1"
"9","K10806","acyl-CoA thioesterase YciA [EC:3.1.2.-]"
"9","K10410","dynein light intermediate chain, axonemal"
"9","K09929","uncharacterized protein"
"9","K09897","uncharacterized protein"
"9","K09774","lipopolysaccharide export system protein LptA"
"9","K07741","anti-repressor protein"
"9","K07583","tRNA pseudouridine synthase 10 [EC:5.4.99.25]"
"9","K07231","putative iron-regulated protein"
"9","K07074","uncharacterized protein"
"9","K06895","L-lysine exporter family protein LysE/ArgO"
"9","K06685","MOB kinase activator 1"
"9","K05788","integration host factor subunit beta"
"9","K05601","hydroxylamine reductase [EC:1.7.99.1]"
"9","K05569","multicomponent Na+:H+ antiporter subunit E"
"9","K03803","sigma-E factor negative regulatory protein RseC"
"9","K03534","L-rhamnose mutarotase [EC:5.1.3.32]"
"9","K02882","large subunit ribosomal protein L18Ae"
"9","K02734","20S proteasome subunit beta 4 [EC:3.4.25.1]"
"9","K02665","type IV pilus assembly protein PilP"
"9","K02553","regulator of ribonuclease activity A"
"9","K01490","AMP deaminase [EC:3.5.4.6]"
"9","K01196","glycogen debranching enzyme [EC:2.4.1.25 3.2.1.33]"
"9","K00989","ribonuclease PH [EC:2.7.7.56]"
"9","K00799","glutathione S-transferase [EC:2.5.1.18]"
"8","K22858","protein JBTS26"
"8","K22685","DNA-dependent metalloprotease WSS1 [EC:3.4.24.-]"
"8","K22381","E3 ubiquitin-protein ligase ZNF598 [EC:2.3.2.27]"
"8","K22193","golgi pH regulator"
"8","K20301","trafficking protein particle complex subunit 2"
"8","K19155","toxin YhaV [EC:3.1.-.-]"
"8","K17592","sacsin"
"8","K17428","large subunit ribosomal protein L47"
"8","K17413","small subunit ribosomal protein S35"
"8","K16780","sjoegren syndrome nuclear autoantigen 1"
"8","K15728","phosphatidate phosphatase LPIN [EC:3.1.3.4]"
"8","K15287","solute carrier family 35, member F1/2"
"8","K15175","parafibromin"
"8","K14847","ribosome production factor 2"
"8","K14475","inhibitor of cysteine peptidase"
"8","K14405","pre-mRNA 3'-end-processing factor FIP1"
"8","K13342","peroxin-5"
"8","K13115","coiled-coil domain-containing protein 130"
"8","K13107","RNA-binding motif protein, X-linked 2"
"8","K13100","pre-mRNA-splicing factor CWC22"
"8","K12623","U6 snRNA-associated Sm-like protein LSm4"
"8","K12199","vacuolar protein sorting-associated protein VTA1"
"8","K11806","WD repeat and SOF domain-containing protein 1"
"8","K11098","small nuclear ribonucleoprotein F"
"8","K09823","Fur family transcriptional regulator, zinc uptake regulator"
"8","K07237","tRNA 2-thiouridine synthesizing protein B"
"8","K07034","uncharacterized protein"
"8","K07023","putative hydrolases of HD superfamily"
"8","K07002","uncharacterized protein"
"8","K06975","uncharacterized protein"
"8","K06919","putative DNA primase/helicase"
"8","K06195","ApaG protein"
"8","K06164","alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI [EC:2.7.8.37]"
"8","K05919","superoxide reductase [EC:1.15.1.2]"
"8","K05019","chloride channel, nucleotide-sensitive, 1A"
"8","K04082","molecular chaperone HscB"
"8","K03939","NADH dehydrogenase (ubiquinone) Fe-S protein 6"
"8","K03395","aminoglycoside 3-N-acetyltransferase I [EC:2.3.1.60]"
"8","K03134","transcription initiation factor TFIID subunit 10"
"8","K03105","signal recognition particle subunit SRP19"
"8","K03007","DNA-directed RNA polymerases I, II, and III subunit RPABC5"
"8","K02937","large subunit ribosomal protein L7e"
"8","K02604","origin recognition complex subunit 2"
"8","K02570","periplasmic nitrate reductase NapD"
"8","K02439","thiosulfate sulfurtransferase [EC:2.8.1.1]"
"8","K02272","cytochrome c oxidase subunit 7c"
"8","K01975","RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]"
"8","K01556","kynureninase [EC:3.7.1.3]"
"8","K01305","beta-aspartyl-dipeptidase (metallo-type) [EC:3.4.19.-]"
"8","K00999","CDP-diacylglycerol--inositol 3-phosphatidyltransferase [EC:2.7.8.11]"
"8","K00363","nitrite reductase (NADH) small subunit [EC:1.7.1.15]"
"7","K22344","dimethylamine monooxygenase subunit C [EC:1.14.13.238]"
"7","K22069","LYR motif-containing protein 4"
"7","K20310","trafficking protein particle complex subunit 13"
"7","K19765","heat shock factor-binding protein 1"
"7","K19675","intraflagellar transport protein 43"
"7","K19339","NosR/NirI family transcriptional regulator, nitrous oxide reductase regulator"
"7","K17553","protein phosphatase 1 regulatory subunit 11"
"7","K17435","large subunit ribosomal protein L54"
"7","K17268","coatomer subunit epsilon"
"7","K16244","phenol hydroxylase P2 protein"
"7","K16075","magnesium transporter"
"7","K15397","3-ketoacyl-CoA synthase [EC:2.3.1.199]"
"7","K15171","transcription elongation factor SPT4"
"7","K14648","poly(U)-specific endoribonuclease [EC:3.1.-.-]"
"7","K13151","snurportin-1"
"7","K12868","pre-mRNA-splicing factor SYF2"
"7","K12198","charged multivesicular body protein 5"
"7","K10733","GINS complex subunit 2"
"7","K10420","dynein light chain Tctex-type 1"
"7","K09908","uncharacterized protein"
"7","K09760","DNA recombination protein RmuC"
"7","K09422","transcription factor MYB, plant"
"7","K09008","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3"
"7","K07726","putative transcriptional regulator"
"7","K07502","uncharacterized protein"
"7","K07478","putative ATPase"
"7","K07339","mRNA interferase HicA [EC:3.1.-.-]"
"7","K07235","tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]"
"7","K07225","putative hemin transport protein"
"7","K06950","uncharacterized protein"
"7","K06875","programmed cell death protein 5"
"7","K06601","flagellar protein FlbT"
"7","K06598","chemosensory pili system protein ChpC"
"7","K06198","competence protein CoiA"
"7","K06152","gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3]"
"7","K06077","outer membrane lipoprotein SlyB"
"7","K05873","adenylate cyclase, class 2 [EC:4.6.1.1]"
"7","K04751","nitrogen regulatory protein P-II 1"
"7","K03564","peroxiredoxin Q/BCP [EC:1.11.1.15]"
"7","K03478","chitin disaccharide deacetylase [EC:3.5.1.105]"
"7","K03475","PTS system, ascorbate-specific IIC component"
"7","K03470","ribonuclease HII [EC:3.1.26.4]"
"7","K03238","translation initiation factor 2 subunit 2"
"7","K03197","type IV secretion system protein VirB2"
"7","K03126","transcription initiation factor TFIID subunit 12"
"7","K03023","DNA-directed RNA polymerase III subunit RPC3"
"7","K02962","small subunit ribosomal protein S17e"
"7","K02903","large subunit ribosomal protein L28e"
"7","K02872","large subunit ribosomal protein L13Ae"
"7","K02676","type IV pilus assembly protein PilZ"
"7","K02664","type IV pilus assembly protein PilO"
"7","K02459","general secretion pathway protein J"
"7","K02456","general secretion pathway protein G"
"7","K02426","cysteine desulfuration protein SufE"
"7","K02399","flagella synthesis protein FlgN"
"7","K01824","cholestenol Delta-isomerase [EC:5.3.3.5]"
"7","K01799","maleate isomerase [EC:5.2.1.1]"
"7","K01792","glucose-6-phosphate 1-epimerase [EC:5.1.3.15]"
"7","K00926","carbamate kinase [EC:2.7.2.2]"
"7","K00456","cysteine dioxygenase [EC:1.13.11.20]"
"7","K00075","UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]"
"6","K23222","nuclease HARBI1 [EC:3.1.-.-]"
"6","K23029","EF-hand domain-containing protein 1"
"6","K22737","erythrin-vacuolar iron transport family protein"
"6","K21891","calcium load-activated calcium channel"
"6","K21631","Gti1/Pac2 family transcription factor"
"6","K21248","vacuole membrane protein 1"
"6","K20978","HptB-dependent secretion and biofilm anti anti-sigma factor"
"6","K19754","dynein regulatry complex protein 1"
"6","K19684","clusterin-associated protein 1"
"6","K19363","lipopolysaccharide-induced tumor necrosis factor-alpha factor"
"6","K19355","mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]"
"6","K17805","mitochondrial import inner membrane translocase subunit TIM16"
"6","K17255","Rab GDP dissociation inhibitor"
"6","K15198","transcription factor TFIIIB component B''"
"6","K14845","RAT1-interacting protein"
"6","K14833","nucleolar complex protein 2"
"6","K14795","ribosomal RNA-processing protein 36"
"6","K14785","ESF2/ABP1 family protein"
"6","K14443","protein Tob/BTG"
"6","K14009","B-cell receptor-associated protein 31"
"6","K13649","folate receptor"
"6","K13121","protein FRA10AC1"
"6","K13120","protein FAM32A"
"6","K12947","signal peptidase complex subunit 2 [EC:3.4.-.-]"
"6","K12876","RNA-binding protein 8A"
"6","K12873","bud site selection protein 31"
"6","K12845","U4/U6 small nuclear ribonucleoprotein SNU13"
"6","K12621","U6 snRNA-associated Sm-like protein LSm2"
"6","K12260","sulfiredoxin [EC:1.8.98.2]"
"6","K10735","GINS complex subunit 4"
"6","K09991","uncharacterized protein"
"6","K09974","uncharacterized protein"
"6","K09959","uncharacterized protein"
"6","K09913","purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1 2.4.2.2]"
"6","K09779","uncharacterized protein"
"6","K09539","DnaJ homolog subfamily C member 19"
"6","K09152","uncharacterized protein"
"6","K08992","lipopolysaccharide assembly protein A"
"6","K08903","photosystem II 13kDa protein"
"6","K08658","prenyl protein peptidase [EC:3.4.22.-]"
"6","K08496","golgi SNAP receptor complex member 2"
"6","K08336","ubiquitin-like protein ATG12"
"6","K08334","beclin"
"6","K07978","GntR family transcriptional regulator"
"6","K07727","putative transcriptional regulator"
"6","K07336","PKHD-type hydroxylase [EC:1.14.11.-]"
"6","K07131","uncharacterized protein"
"6","K05749","cytoplasmic FMR1 interacting protein"
"6","K05580","NAD(P)H-quinone oxidoreductase subunit I [EC:7.1.1.2]"
"6","K05501","TetR/AcrR family transcriptional regulator"
"6","K03812","ribosome modulation factor"
"6","K03764","MetJ family transcriptional regulator, methionine regulon repressor"
"6","K03583","exodeoxyribonuclease V gamma subunit [EC:3.1.11.5]"
"6","K03505","DNA polymerase delta subunit 4"
"6","K03402","transcriptional regulator of arginine metabolism"
"6","K03205","type IV secretion system protein VirD4 [EC:7.4.2.8]"
"6","K03032","26S proteasome regulatory subunit N2"
"6","K02674","type IV pilus assembly protein PilY1"
"6","K02321","DNA polymerase alpha subunit B"
"6","K02155","V-type H+-transporting ATPase 16kDa proteolipid subunit"
"6","K02154","V-type H+-transporting ATPase subunit a"
"6","K02019","molybdate transport system regulatory protein"
"6","K01730","oligogalacturonide lyase [EC:4.2.2.6]"
"6","K01686","mannonate dehydratase [EC:4.2.1.8]"
"6","K01548","potassium-transporting ATPase KdpC subunit"
"6","K01307","gamma-glutamyl hydrolase [EC:3.4.19.9]"
"6","K01302","carboxypeptidase Q [EC:3.4.17.-]"
"6","K01047","secretory phospholipase A2 [EC:3.1.1.4]"
"6","K00450","gentisate 1,2-dioxygenase [EC:1.13.11.4]"
"6","K00407","cytochrome c oxidase cbb3-type subunit IV"
"5","K23344","DDRGK domain-containing protein 1"
"5","K23341","erlin"
"5","K22390","acid phosphatase type 7"
"5","K22139","mitochondrial pyruvate carrier 2"
"5","K22116","gamma-polyglutamate biosynthesis protein CapC"
"5","K21848","lipid intermediate transporter"
"5","K21842","protein EFR3"
"5","K21767","tubulin-specific chaperone D"
"5","K21495","antitoxin FitA"
"5","K21010","polysaccharide biosynthesis protein PelE"
"5","K20726","transmembrane protein 222"
"5","K19168","toxin CptA"
"5","K19163","toxin CcdB"
"5","K19091","CRISPR-associated endoribonuclease Cas6 [EC:3.1.-.-]"
"5","K19046","CRISPR system Cascade subunit CasB"
"5","K18996","replication initiation protein RepC"
"5","K18672","diadenylate cyclase [EC:2.7.7.85]"
"5","K18633","mitotic-spindle organizing protein 1"
"5","K18328","lariat debranching enzyme [EC:3.1.-.-]"
"5","K18183","cytochrome c oxidase assembly protein subunit 19"
"5","K18172","COX assembly mitochondrial protein 2"
"5","K17985","activating molecule in BECN1-regulated autophagy protein 1"
"5","K17498","transcription factor SPN1"
"5","K16750","biogenesis of lysosome-related organelles complex 1 subunit 2"
"5","K16203","D-amino peptidase [EC:3.4.11.-]"
"5","K15637","serine/threonine-protein phosphatase PGAM5 [EC:3.1.3.16]"
"5","K15414","complement component 1 Q subcomponent-binding protein, mitochondrial"
"5","K15305","vacuole morphology and inheritance protein 14"
"5","K15255","ATP-dependent DNA helicase PIF1 [EC:3.6.4.12]"
"5","K15177","RNA polymerase-associated protein LEO1"
"5","K15034","ribosome-associated protein"
"5","K14816","pre-60S factor REI1"
"5","K14782","protein AATF/BFR2"
"5","K14553","U3 small nucleolar RNA-associated protein 18"
"5","K14396","polyadenylate-binding protein 2"
"5","K13337","peroxin-19"
"5","K13102","DNA/RNA-binding protein KIN17"
"5","K12877","protein mago nashi"
"5","K12605","CCR4-NOT transcription complex subunit 2"
"5","K12205","defect in organelle trafficking protein DotD"
"5","K11906","type VI secretion system protein VasD"
"5","K11719","lipopolysaccharide export system protein LptC"
"5","K11375","elongator complex protein 4"
"5","K11368","enhancer of yellow 2 transcription factor"
"5","K11323","histone arginine demethylase JMJD6 [EC:1.14.11.-]"
"5","K11135","Pin2-interacting protein X1"
"5","K10881","26 proteasome complex subunit DSS1"
"5","K10843","DNA excision repair protein ERCC-3 [EC:3.6.4.12]"
"5","K10364","capping protein (actin filament) muscle Z-line, alpha"
"5","K09941","uncharacterized protein"
"5","K09937","uncharacterized protein"
"5","K09895","uncharacterized protein"
"5","K09707","uncharacterized protein"
"5","K09701","uncharacterized protein"
"5","K09700","uncharacterized protein"
"5","K09164","uncharacterized protein"
"5","K09022","2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]"
"5","K08987","putative membrane protein"
"5","K08974","putative membrane protein"
"5","K08064","nuclear transcription factor Y, alpha"
"5","K07740","regulator of sigma D"
"5","K07442","tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]"
"5","K07399","cytochrome c biogenesis protein"
"5","K07342","protein transport protein SEC61 subunit gamma and related proteins"
"5","K07221","phosphate-selective porin OprO and OprP"
"5","K07004","uncharacterized protein"
"5","K06878","tRNA-binding protein"
"5","K06720","L-ectoine synthase [EC:4.2.1.108]"
"5","K06135","pyrroloquinoline quinone biosynthesis protein A"
"5","K05765","cofilin"
"5","K05756","actin related protein 2/3 complex, subunit 3"
"5","K05293","phosphatidylinositol glycan, class U"
"5","K04646","clathrin heavy chain"
"5","K04338","curli production assembly/transport component CsgF"
"5","K03829","putative acetyltransferase [EC:2.3.1.-]"
"5","K03791","putative chitinase"
"5","K03638","molybdopterin adenylyltransferase [EC:2.7.7.75]"
"5","K03567","glycine cleavage system transcriptional repressor"
"5","K03547","DNA repair protein SbcD/Mre11"
"5","K03335","inosose dehydratase [EC:4.2.1.44]"
"5","K03143","transcription initiation factor TFIIH subunit 3"
"5","K03033","26S proteasome regulatory subunit N3"
"5","K02900","large subunit ribosomal protein L27Ae"
"5","K02893","large subunit ribosomal protein L23Ae"
"5","K02673","type IV pilus assembly protein PilX"
"5","K02616","phenylacetic acid degradation operon negative regulatory protein"
"5","K02267","cytochrome c oxidase subunit 6b"
"5","K02151","V-type H+-transporting ATPase subunit F"
