Abundance,ID,name
"35","PF11356","Type II secretion system protein C"
"35","PF10718","Hypothetical chloroplast protein Ycf34"
"35","PF10557","Cullin protein neddylation domain"
"35","PF10101","Predicted membrane protein (DUF2339)"
"35","PF09838","Uncharacterized protein conserved in bacteria (DUF2065)"
"35","PF09831","Uncharacterized protein conserved in bacteria (DUF2058)"
"35","PF08519","Replication factor RFC1 C terminal domain"
"35","PF08311","Mad3/BUB1 homology region 1"
"35","PF08000","Bacterial PH domain"
"35","PF07749","Endoplasmic reticulum protein ERp29, C-terminal domain"
"35","PF07571","TAF6 C-terminal HEAT repeat domain"
"35","PF07488","Glycosyl hydrolase family 67 middle domain"
"35","PF07460","NUMOD3 motif"
"35","PF07345","ATPase inhibitor subunit zeta"
"35","PF07007","Lysozyme inhibitor LprI"
"35","PF06677","Sjogren's syndrome/scleroderma autoantigen 1 (Autoantigen p27)"
"35","PF06437","IMP-specific 5'-nucleotidase"
"35","PF06170","Protein of unknown function (DUF983)"
"35","PF06042","Nucleotidyltransferase"
"35","PF06032","Protein of unknown function (DUF917), N-terminal"
"35","PF05396","Phage T7 capsid assembly protein"
"35","PF04612","Type II secretion system (T2SS), protein M"
"35","PF04466","Phage terminase large subunit"
"35","PF04308","Ribonuclease H-like"
"35","PF03496","ADP-ribosyltransferase exoenzyme"
"35","PF03128","CXCXC repeat"
"35","PF03088","Strictosidine synthase"
"35","PF02598","Putative RNA methyltransferase"
"35","PF02589","LUD domain"
"35","PF02317","NAD/NADP octopine/nopaline dehydrogenase, alpha-helical domain"
"35","PF02120","Flagellar hook-length control protein FliK"
"35","PF02056","Family 4 glycosyl hydrolase"
"35","PF01280","Ribosomal protein L19e"
"35","PF01015","Ribosomal S3Ae family"
"35","PF00838","Translationally controlled tumour protein"
"35","PF00796","Photosystem I reaction centre subunit VIII"
"35","PF00736","EF-1 guanine nucleotide exchange domain"
"34","PF21329","Peptidyl-prolyl cis-trans isomerase CYP38-like, PsbQ-like domain"
"34","PF20692","Circularly permuted SF2 helicase found in GREB1 proteins"
"34","PF19244","Poly(A) polymerase catalytic subunit"
"34","PF18914","Domain of unknown function (DUF5666)"
"34","PF18140","Propionyl-coenzyme A carboxylase BT domain"
"34","PF17517","IgGFc binding protein"
"34","PF16155","Domain of unknown function (DUF4863)"
"34","PF14224","Domain of unknown function (DUF4331)"
"34","PF13402","Peptidase M60, enhancin and enhancin-like"
"34","PF13371","Tetratricopeptide repeat"
"34","PF12971","Alpha-N-acetylglucosaminidase (NAGLU) N-terminal domain"
"34","PF12823","Domain of unknown function (DUF3817)"
"34","PF12739","ER-Golgi trafficking TRAPP I complex 85 kDa subunit"
"34","PF12727","PBP superfamily domain"
"34","PF12633","Adenylate cyclase NT domain"
"34","PF12222","Peptide N-acetyl-beta-D-glucosaminyl asparaginase amidase A"
"34","PF11892","Pyrimidine/purine nucleotide monophosphate nucleosidase, C-terminal"
"34","PF11780","Protein of unknown function (DUF3318)"
"34","PF11623","NAD(P)H dehydrogenase subunit S"
"34","PF11325","Domain of unknown function (DUF3127)"
"34","PF11279","Protein of unknown function (DUF3080)"
"34","PF11211","Protein of unknown function (DUF2997)"
"34","PF10664","Cyanobacterial and plastid NDH-1 subunit M"
"34","PF10469","AKAP7 2'5' RNA ligase-like domain"
"34","PF10432","Bacterial phospho-glucose isomerase C-terminal SIS domain"
"34","PF10373","Est1 DNA/RNA binding domain"
"34","PF10208","ARMET, C-terminal"
"34","PF10094","Uncharacterized protein conserved in bacteria (DUF2332)"
"34","PF10081","Alpha/beta-hydrolase family"
"34","PF07559","Flagellar basal body protein FlaE"
"34","PF06728","GPI transamidase subunit PIG-U"
"34","PF06715","Gp5 C-terminal repeat (3 copies)"
"34","PF05969","Photosystem II complex subunit Ycf12"
"34","PF05914","RIB43A"
"34","PF04999","Cell division protein FtsL"
"34","PF04889","Cwf15/Cwc15 cell cycle control protein"
"34","PF04628","Sedlin, N-terminal conserved region"
"34","PF04347","Flagellar biosynthesis protein, FliO"
"34","PF04326","Schlafen, AlbA_2"
"34","PF04313","Type I restriction enzyme R protein N terminus (HSDR_N)"
"34","PF04232","Stage V sporulation protein S (SpoVS)"
"34","PF04024","PspC domain"
"34","PF03994","Domain of Unknown Function (DUF350)"
"34","PF03884","DNA gyrase inhibitor YacG"
"34","PF03834","Binding domain of DNA repair protein Ercc1 (rad10/Swi10)"
"34","PF03731","Ku70/Ku80 N-terminal alpha/beta domain"
"34","PF03704","Bacterial transcriptional activator domain"
"34","PF03625","Domain of unknown function DUF302"
"34","PF02854","MIF4G domain"
"34","PF02298","Plastocyanin-like domain"
"34","PF01383","CpcD/allophycocyanin linker domain"
"34","PF01105","emp24/gp25L/p24 family/GOLD"
"34","PF01092","Ribosomal protein S6e"
"34","PF00643","B-box zinc finger"
"33","PF21602","GldM third domain"
"33","PF21032","PROPPIN"
"33","PF20791","Acyl-ACP thioesterase C-terminal domain"
"33","PF20737","Glycoside hydrolase family 127 C-terminal domain"
"33","PF20671","Conserved oligomeric Golgi complex subunit 3, C-terminal"
"33","PF20547","Family of unknown function (DUF6761)"
"33","PF20090","Family of unknown function (DUF6482)"
"33","PF20042","Family of unknown function (DUF6444)"
"33","PF19568","Sporulation stage III, protein AA"
"33","PF19451","Family of unknown function (DUF5989)"
"33","PF18916","Lycopene cyclase"
"33","PF18014","Acetyltransferase (GNAT) domain"
"33","PF17338","Gene product 88"
"33","PF17184","Rit1 N-terminal domain"
"33","PF16575","mRNA cleavage and polyadenylation factor CLP1 P-loop"
"33","PF16321","Sigma 54 modulation/S30EA ribosomal protein C terminus"
"33","PF14907","Uncharacterised nucleotidyltransferase"
"33","PF14903","WG containing repeat"
"33","PF14566","Inositol hexakisphosphate"
"33","PF14385","Domain of unknown function (DUF4416)"
"33","PF14319","Transposase zinc-binding domain"
"33","PF13564","DoxX-like family"
"33","PF12221","Bacterial membrane protein N terminal"
"33","PF12166","Piezo non-specific cation channel, R-Ras-binding domain"
"33","PF11459","Transcriptional regulator, AbiEi antitoxin, Type IV TA system"
"33","PF10275","Peptidase C65 Otubain"
"33","PF09527","Putative F0F1-ATPase subunit Ca2+/Mg2+ transporter"
"33","PF09377","SBDS protein, domain II"
"33","PF09290","Prokaryotic acetaldehyde dehydrogenase, dimerisation"
"33","PF08937","Thoeris protein ThsB, TIR-like domain"
"33","PF08570","Protein of unknown function (DUF1761)"
"33","PF07882","L-fucose isomerase, second N-terminal domain"
"33","PF07713","Protein of unknown function (DUF1604)"
"33","PF07646","Kelch motif"
"33","PF07536","HWE histidine kinase"
"33","PF06804","NlpB/DapX lipoprotein"
"33","PF06772","Bacterial low temperature requirement A protein (LtrA)"
"33","PF06769","YoeB-like toxin of bacterial type II toxin-antitoxin system"
"33","PF06299","Protein of unknown function (DUF1045)"
"33","PF06187","Protein of unknown function (DUF993)"
"33","PF05964","F/Y-rich N-terminus"
"33","PF05567","Neisseria PilC beta-propeller domain"
"33","PF04931","DNA polymerase phi"
"33","PF04930","FUN14 family"
"33","PF04802","Phosphatase 4 regulatory subunit 3"
"33","PF04801","RPC5 protein"
"33","PF04400","(Na+)-NQR maturation NqrM"
"33","PF04098","Rad52/22 family double-strand break repair protein"
"33","PF03998","Utp11 protein"
"33","PF03241","4-hydroxyphenylacetate 3-hydroxylase C terminal"
"33","PF02498","BRO family, N-terminal domain"
"33","PF02311","AraC-like ligand binding domain"
"33","PF02145","Rap/ran-GAP"
"33","PF02136","Nuclear transport factor 2 (NTF2) domain"
"33","PF01989","Aconitase X swivel domain"
"33","PF01927","Mut7-C RNAse domain"
"33","PF01869","BadF/BadG/BcrA/BcrD ATPase family"
"33","PF01246","Ribosomal protein L24e"
"33","PF00804","Syntaxin"
"33","PF00647","Elongation factor 1 gamma, conserved domain"
"33","PF00635","MSP (Major sperm protein) domain"
"32","PF19582","Solute-binding protein AdeT 1/2"
"32","PF19327","Ap4A phosphorylase N-terminal domain"
"32","PF19059","Family of unknown function (DUF5755)"
"32","PF18947","HAMP domain"
"32","PF18787","CRM1 / Exportin repeat 3"
"32","PF18053","DNA gyrase B subunit insert domain"
"32","PF16316","Domain of unknown function (DUF4956)"
"32","PF16267","Domain of unknown function (DUF4920)"
"32","PF16092","Cilia- and flagella-associated protein 61, N-terminal domain"
"32","PF15975","Flotillin"
"32","PF15617","C-C_Bond_Lyase of the TIM-Barrel fold"
"32","PF15613","Williams-Beuren syndrome DDT (WSD), D-TOX E motif"
"32","PF14705","Costars"
"32","PF14307","Glycosyltransferase WbsX"
"32","PF14145","YrhK-like protein"
"32","PF14015","Protein of unknown function (DUF4231)"
"32","PF13852","Protein of unknown function (DUF4197)"
"32","PF13813","Membrane bound O-acyl transferase family"
"32","PF13773","Domain of unknown function (DUF4170)"
"32","PF13771","PHD-like zinc-binding domain"
"32","PF13490","Putative zinc-finger"
"32","PF13343","Bacterial extracellular solute-binding protein"
"32","PF13305","Tetracyclin repressor-like, C-terminal domain"
"32","PF13289","SIR2-like domain"
"32","PF13019","Silencing defective 2 N-terminal ubiquitin domain"
"32","PF12525","Protein of unknown function (DUF3726)"
"32","PF12422","Condensin II non structural maintenance of chromosomes subunit"
"32","PF12341","Minichromosome loss protein, Mcl1, middle region"
"32","PF12100","Domain of unknown function (DUF3576)"
"32","PF11074","Domain of unknown function(DUF2779)"
"32","PF10596","U6-snRNA interacting domain of PrP8"
"32","PF10350","THADA/TRM732, DUF2428"
"32","PF09924","Phosphatidylglycerol lysyltransferase, C-terminal"
"32","PF09419","Mitochondrial PGP phosphatase"
"32","PF08844","Domain of unknown function (DUF1815)"
"32","PF08780","Nucleotidyltransferase substrate binding protein like"
"32","PF08491","Squalene epoxidase"
"32","PF08220","DeoR-like helix-turn-helix domain"
"32","PF08154","NLE (NUC135) domain"
"32","PF08145","BOP1NT (NUC169) domain"
"32","PF07842","GC-rich sequence DNA-binding factor-like protein"
"32","PF07840","FadR C-terminal domain"
"32","PF07465","Photosystem I protein M (PsaM)"
"32","PF06777","Helical and beta-bridge domain"
"32","PF06159","Protein of unknown function (DUF974)"
"32","PF05783","Dynein light intermediate chain (DLIC)"
"32","PF05768","Glutaredoxin-like domain (DUF836)"
"32","PF04677","Protein similar to CwfJ C-terminus 1"
"32","PF04597","Ribophorin I"
"32","PF04493","Endonuclease V"
"32","PF04037","Domain of unknown function (DUF382)"
"32","PF03663","Glycosyl hydrolase family 76"
"32","PF03411","Penicillin-insensitive murein endopeptidase"
"32","PF03367","ZPR1 zinc-finger domain"
"32","PF03067","Lytic polysaccharide mono-oxygenase, cellulose-degrading"
"32","PF02901","Pyruvate formate lyase-like"
"32","PF02820","mbt repeat"
"32","PF02197","Regulatory subunit of type II PKA R-subunit"
"32","PF02015","Glycosyl hydrolase family 45"
"32","PF01157","Ribosomal protein L21e"
"32","PF01130","CD36 family"
"32","PF00657","GDSL-like Lipase/Acylhydrolase"
"32","PF00618","RasGEF N-terminal motif"
"32","PF00349","Hexokinase"
"31","PF21239","Ribosomal RNA large subunit methyltransferase M, N-terminal"
"31","PF20906","Protein of unknown function DUF917, C-terminal"
"31","PF20661","Domain of unknown function (DUF6813)"
"31","PF20360","Family of unknown function (DUF6655)"
"31","PF19883","Family of unknown function (DUF6356)"
"31","PF19834","Family of unknown function (DUF6314)"
"31","PF19802","Domain of unknown function (DUF6285)"
"31","PF18347","Domain of unknown function (DUF5606)"
"31","PF18099","Carbohydrate binding module (family 35)"
"31","PF16477","Domain of unknown function (DUF5054)"
"31","PF16070","Transmembrane protein family 132"
"31","PF16062","Domain of unknown function (DUF4804)"
"31","PF15508","beta subunit of N-acylethanolamine-hydrolyzing acid amidase"
"31","PF14738","Cilia- and flagella-associated protein 91"
"31","PF13870","Domain of unknown function (DUF4201)"
"31","PF13838","Clathrin-H-link"
"31","PF13657","HipA N-terminal domain"
"31","PF13546","DDE superfamily endonuclease"
"31","PF13297","Replication stress response SDE2 C-terminal"
"31","PF12852","Cupin"
"31","PF12693","GspL periplasmic domain"
"31","PF12353","Eukaryotic translation initiation factor 3 subunit G"
"31","PF11680","Protein of unknown function (DUF3276)"
"31","PF11053","Terminase DNA packaging enzyme"
"31","PF10902","WYL_2, Sm-like SH3 beta-barrel fold"
"31","PF10559","Plug domain of Sec61p"
"31","PF10414","Sirohaem synthase dimerisation region"
"31","PF10276","Zinc-finger domain"
"31","PF10034","Q-cell neuroblast polarisation"
"31","PF09724","Sister chromatid cohesion protein Dcc1"
"31","PF09350","DnaJ homologue, subfamily C, member 28, conserved domain"
"31","PF08889","WbqC-like protein family"
"31","PF08512","Histone chaperone Rttp106-like, middle domain"
"31","PF07928","Vps54-like protein"
"31","PF07879","PHB/PHA accumulation regulator DNA-binding domain"
"31","PF07831","Pyrimidine nucleoside phosphorylase C-terminal domain"
"31","PF07738","Sad1 / UNC-like C-terminal"
"31","PF07703","Alpha-2-macroglobulin bait region domain"
"31","PF07602","Protein of unknown function (DUF1565)"
"31","PF07592","Rhodopirellula transposase DDE domain"
"31","PF07433","Protein of unknown function (DUF1513)"
"31","PF06962","Putative rRNA methylase"
"31","PF06813","Nodulin-like"
"31","PF06701","Mib_herc2"
"31","PF06314","Acetoacetate decarboxylase (ADC)"
"31","PF06119","Nidogen-like"
"31","PF05876","Phage terminase large subunit gpA, ATPase domain"
"31","PF05600","CDK5 regulatory subunit-associated protein 3"
"31","PF05241","EXPERA (EXPanded EBP superfamily)"
"31","PF05136","Phage portal protein, lambda family"
"31","PF05071","NADH ubiquinone oxidoreductase subunit NDUFA12"
"31","PF04984","Phage tail sheath protein subtilisin-like domain"
"31","PF04893","Yip1 domain"
"31","PF04825","N terminus of Rad21 / Rec8 like protein"
"31","PF04757","Pex2 / Pex12 amino terminal region"
"31","PF04729","ASF1 like histone chaperone"
"31","PF04699","ARP2/3 complex 16 kDa subunit (p16-Arc)"
"31","PF04664","Opioid growth factor receptor (OGFr) conserved region"
"31","PF04480","Protein of unknown function (DUF559)"
"31","PF03633","Glycosyl hydrolase family 65, C-terminal domain"
"31","PF03568","Peptidase family C50"
"31","PF03459","TOBE domain"
"31","PF03400","IS1 transposase"
"31","PF03398","Regulator of Vps4 activity in the MVB pathway"
"31","PF02994","L1 transposable element RBD-like domain"
"31","PF02941","Ferredoxin thioredoxin reductase variable alpha chain"
"31","PF02591","C4-type zinc ribbon domain"
"31","PF02182","SAD/SRA domain"
"31","PF01959","3-dehydroquinate synthase II"
"31","PF01946","Thi4 family"
"31","PF01679","Proteolipid membrane potential modulator"
"31","PF00001","7 transmembrane receptor (rhodopsin family)"
"30","PF21697","Exopolyphosphatase, C-terminal"
"30","PF21403","OTU1, UBXL domain"
"30","PF21346","PcRGLX-like protein C-terminal alpha/alpha toroid domain"
"30","PF21338","Bacterial DNA topoisomerase IB, N-terminal domain"
"30","PF20250","Flagellar Assembly Protein A N-terminal region"
"30","PF19569","START-like superfamily domain"
"30","PF19068","Family of unknown function (DUF5764)"
"30","PF19064","Family of unknown function (DUF5760)"
"30","PF18942","Family of unknown function (DUF5689)"
"30","PF18105","PGM1 C-terminal domain"
"30","PF18102","Deltex C-terminal domain"
"30","PF17800","Nucleoplasmin-like domain"
"30","PF17201","Cache 3/Cache 2 fusion domain"
"30","PF14685","Tricorn protease PDZ domain"
"30","PF14204","Ribosomal L18 C-terminal region"
"30","PF13924","Lipocalin-like domain"
"30","PF13774","Regulated-SNARE-like domain"
"30","PF13623","SurA-like N-terminal domain"
"30","PF13566","Domain of unknown function (DUF4130"
"30","PF13552","Protein of unknown function (DUF4127)"
"30","PF13467","Ribbon-helix-helix domain"
"30","PF13015","Glucosidase II beta subunit-like protein"
"30","PF12617","Iron-Sulfur binding protein C terminal"
"30","PF12589","Methyltransferase involved in Williams-Beuren syndrome"
"30","PF12234","RAVE protein 1 C terminal"
"30","PF11998","Low psii accumulation1 / Rep27"
"30","PF11831","pre-mRNA splicing factor component"
"30","PF11218","Protein of unknown function (DUF3011)"
"30","PF11064","Protein of unknown function (DUF2865)"
"30","PF11003","Protein of unknown function (DUF2842)"
"30","PF10792","Protein of unknown function (DUF2605)"
"30","PF10679","Protein of unknown function (DUF2491)"
"30","PF10629","Protein of unknown function (DUF2475)"
"30","PF10092","Uncharacterized protein conserved in bacteria (DUF2330)"
"30","PF10077","Uncharacterized protein conserved in bacteria (DUF2314)"
"30","PF09697","Protein of unknown function (Porph_ging)"
"30","PF08847","Chlororespiratory reduction 6"
"30","PF08783","DWNN domain"
"30","PF08538","Protein of unknown function (DUF1749)"
"30","PF07522","DNA repair metallo-beta-lactamase"
"30","PF07463","NUMOD4 motif"
"30","PF06627","Protein of unknown function (DUF1153)"
"30","PF06479","Ribonuclease 2-5A"
"30","PF06422","CDR ABC transporter"
"30","PF06220","U1 zinc finger"
"30","PF06218","Nitrogen permease regulator 2"
"30","PF06199","Phage tail tube protein"
"30","PF05671","GETHR pentapeptide repeat (5 copies)"
"30","PF05351","GMP-PDE, delta subunit"
"30","PF05219","DREV methyltransferase"
"30","PF04365","Ribonuclease toxin, BrnT, of type II toxin-antitoxin system"
"30","PF04352","ProQ/FINO family"
"30","PF04158","Sof1-like domain"
"30","PF04062","ARP2/3 complex ARPC3 (21 kDa) subunit"
"30","PF03870","RNA polymerase Rpb8"
"30","PF03180","NlpA lipoprotein"
"30","PF03034","Phosphatidyl serine synthase"
"30","PF02736","Myosin N-terminal SH3-like domain"
"30","PF02568","Thiamine biosynthesis protein (ThiI)"
"30","PF02301","HORMA domain"
"30","PF01090","Ribosomal protein S19e"
"30","PF01030","Receptor L domain"
"30","PF01020","Ribosomal L40e family"
"30","PF01014","Uricase"
"30","PF01007","Inward rectifier potassium channel transmembrane domain"
"30","PF00839","Cysteine rich repeat"
"30","PF00190","Cupin"
"30","PF00002","7 transmembrane receptor (Secretin family)"
"29","PF21027","Cellulose-binding protein Sde0182, C-terminal domain"
"29","PF20687","Carboxysome Shell Carbonic Anhydrase, N-terminal"
"29","PF20597","Putative Ice-binding-like adhesive domain"
"29","PF20441","Terminase large subunit, endonuclease domain"
"29","PF20436","Archaeal LonB, AAA+ ATPase LID domain"
"29","PF20397","Family of unknown function (DUF6690)"
"29","PF20239","Family of unknown function (DUF6596)"
"29","PF18985","Family of unknown function (DUF5718)"
"29","PF18934","Family of unknown function (DUF5682)"
"29","PF18928","Family of unknown function (DUF5677)"
"29","PF18288","Fumarylacetoacetase N-terminal domain 2"
"29","PF17872","AAA lid domain"
"29","PF17286","PRMT5 oligomerisation domain"
"29","PF16874","Glycosyl hydrolase family 36 C-terminal domain"
"29","PF16573","N-terminal beta-sandwich domain of polyadenylation factor"
"29","PF15811","Small VCP/p97-interacting protein"
"29","PF14885","Hypothetical glycosyl hydrolase family 15"
"29","PF14659","Phage integrase, N-terminal SAM-like domain"
"29","PF14490","Helix-hairpin-helix containing domain"
"29","PF14196","L-2-amino-thiazoline-4-carboxylic acid hydrolase"
"29","PF13806","Rieske-like [2Fe-2S] domain"
"29","PF13641","Glycosyltransferase like family 2"
"29","PF13234","Mtr4-like, beta-barrel domain"
"29","PF13020","Protein NO VEIN, C-terminal"
"29","PF12760","Transposase zinc-ribbon domain"
"29","PF12724","Flavodoxin domain"
"29","PF11698","V-ATPase subunit H"
"29","PF10926","Protein of unknown function (DUF2800)"
"29","PF10686","YspA, cpYpsA-related SLOG family"
"29","PF10250","GDP-fucose protein O-fucosyltransferase"
"29","PF09743","E3 UFM1-protein ligase 1"
"29","PF09113","Peptide-N-glycosidase F, C terminal"
"29","PF09107","Elongation factor SelB, winged helix"
"29","PF08888","HopJ type III effector protein"
"29","PF08271","TFIIB zinc-binding"
"29","PF08022","FAD-binding domain"
"29","PF07985","SRR1 domain"
"29","PF07916","TraG-like protein, N-terminal region"
"29","PF07819","PGAP1-like protein"
"29","PF07743","HSCB C-terminal oligomerisation domain"
"29","PF07718","Coatomer beta C-terminal region"
"29","PF07540","Nucleolar complex-associated protein"
"29","PF07189","Splicing factor 3B subunit 10 (SF3b10)"
"29","PF06986","F-type Type IV secretion system, TraN"
"29","PF06977","SdiA-regulated"
"29","PF06858","Nucleolar GTP-binding protein 1 (NOG1)"
"29","PF06834","TraU protein"
"29","PF06644","ATP11 protein"
"29","PF06035","Bacterial transglutaminase-like cysteine proteinase BTLCP"
"29","PF05962","HutD"
"29","PF05935","Arylsulfotransferase (ASST)"
"29","PF05731","TROVE domain"
"29","PF05425","Copper resistance protein D"
"29","PF05282","AAR2 C-terminal repeat region"
"29","PF05100","Phage minor tail protein L"
"29","PF04525","LURP-one-related"
"29","PF04337","Protein of unknown function, DUF480"
"29","PF04068","Possible Fer4-like domain in RNase L inhibitor, RLI"
"29","PF04031","Las1-like"
"29","PF03895","YadA-like membrane anchor domain"
"29","PF03837","RecT family"
"29","PF03556","Cullin binding"
"29","PF03194","LUC7 N_terminus"
"29","PF03137","Organic Anion Transporter Polypeptide (OATP) family"
"29","PF02467","Transcription factor WhiB"
"29","PF02278","Polysaccharide lyase family 8, super-sandwich domain"
"29","PF02169","LPP20 lipoprotein"
"29","PF02126","Phosphotriesterase family"
"29","PF02110","Hydroxyethylthiazole kinase family"
"29","PF01858","Retinoblastoma-associated protein A domain"
"29","PF01776","Ribosomal L22e protein family"
"29","PF01428","AN1-like Zinc finger"
"29","PF01402","Ribbon-helix-helix protein, copG family"
"29","PF01331","mRNA capping enzyme, catalytic domain"
"29","PF01316","Arginine repressor, DNA binding domain"
"29","PF00193","Extracellular link domain"
"28","PF21262","Exosome complex component RRP40, S1 domain"
"28","PF21193","NMD3 SH3 domain"
"28","PF21033","Regulator of microtubule dynamics protein 1-3"
"28","PF20628","Dyp-type peroxidase, C-terminal"
"28","PF19897","Family of unknown function (DUF6370)"
"28","PF19656","Family of unknown function (DUF6159)"
"28","PF19252","HIND motif"
"28","PF19193","Tectonin domain"
"28","PF18936","Family of unknown function (DUF5684)"
"28","PF18723","5-hmdU DNA kinase, helical domain"
"28","PF18262","Phe-tRNA synthetase beta subunit B1 domain"
"28","PF18029","Glyoxalase-like domain"
"28","PF17802","Prealbumin-like fold domain"
"28","PF17680","FlgO protein"
"28","PF17490","L1 transposable element dsRBD-like domain"
"28","PF17162","Domain of unknown function (DUF5118)"
"28","PF16401","Domain of unknown function (DUF5009)"
"28","PF15227","zinc finger of C3HC4-type, RING"
"28","PF14634","zinc-RING finger domain"
"28","PF14543","Xylanase inhibitor N-terminal"
"28","PF14370","C-terminal topoisomerase domain"
"28","PF14229","Domain of unknown function (DUF4332)"
"28","PF14128","Domain of unknown function (DUF4295)"
"28","PF13977","BetI-type transcriptional repressor, C-terminal"
"28","PF13946","Domain of unknown function (DUF4214)"
"28","PF13550","Putative phage tail protein"
"28","PF13505","Outer membrane protein beta-barrel domain"
"28","PF13182","Protein of unknown function (DUF4007)"
"28","PF13173","AAA domain"
"28","PF12861","Anaphase-promoting complex subunit 11 RING-H2 finger"
"28","PF12773","Double zinc ribbon"
"28","PF12411","Choline sulfatase enzyme C terminal"
"28","PF12400","STIMATE family"
"28","PF12294","Protein of unknown function (DUF3626)"
"28","PF12095","Protein CHLORORESPIRATORY REDUCTION 7"
"28","PF11957","THO complex subunit 1 transcription elongation factor"
"28","PF11814","Peptidase_C39 like family"
"28","PF11750","Protein of unknown function (DUF3307)"
"28","PF10613","Ligated ion channel L-glutamate- and glycine-binding site"
"28","PF10462","Peptidase M66"
"28","PF10073","GapR-like, DNA-binding domain"
"28","PF10048","Predicted integral membrane protein (DUF2282)"
"28","PF09917","Uncharacterized protein conserved in bacteria (DUF2147)"
"28","PF09538","Protein of unknown function (FYDLN_acid)"
"28","PF09523","Protein of unknown function (DUF2390)"
"28","PF09361","Phasin protein"
"28","PF09297","NADH pyrophosphatase zinc ribbon domain"
"28","PF09209","HTH-type transcriptional dual regulator CecR, C-terminal domain"
"28","PF08943","CsiD"
"28","PF08797","HIRAN domain"
"28","PF08445","FR47-like protein"
"28","PF08059","SEP domain"
"28","PF07915","Glucosidase II beta subunit-like protein"
"28","PF07836","DmpG-like communication domain"
"28","PF07607","Protein of unknown function (DUF1570)"
"28","PF07504","Fungalysin/Thermolysin Propeptide Motif"
"28","PF07330","Protein of unknown function (DUF1467)"
"28","PF06940","Domain of unknown function (DUF1287)"
"28","PF06877","Regulator of ribonuclease activity B"
"28","PF06853","Protein of unknown function (DUF1249)"
"28","PF06741","LsmAD domain"
"28","PF06468","Spondin_N"
"28","PF06432","Phosphatidylinositol N-acetylglucosaminyltransferase"
"28","PF06379","L-rhamnose-proton symport protein (RhaT)"
"28","PF06278","Condensin II complex subunit CAP-H2 or CNDH2, N-terminal"
"28","PF06243","Phenylacetic acid degradation B"
"28","PF05770","Inositol 1,3,4-trisphosphate 5/6-kinase ATP-grasp domain"
"28","PF05547","Immune inhibitor A peptidase M6, catalytic domain"
"28","PF05437","Branched-chain amino acid transport protein (AzlD)"
"28","PF04922","DIE2/ALG10 family"
"28","PF04754","Putative transposase, YhgA-like"
"28","PF04417","Protein of unknown function (DUF501)"
"28","PF04392","ABC transporter substrate binding protein"
"28","PF04253","Transferrin receptor-like dimerisation domain"
"28","PF04129","Vps52/Sac2 family, coiled-coil"
"28","PF03745","Domain of unknown function (DUF309)"
"28","PF03492","SAM dependent carboxyl methyltransferase"
"28","PF02841","Guanylate-binding protein, C-terminal domain"
"28","PF01973","6-hydroxymethylpterin diphosphokinase MptE-like"
"28","PF01972","Serine dehydrogenase proteinase"
"28","PF01835","MG2 domain"
"28","PF01770","Reduced folate carrier"
"28","PF00445","Ribonuclease T2 family"
"27","PF21337","M17 aminopeptidase, N-terminal domain"
"27","PF21221","Metallo-beta-lactamase-like, C-terminal domain"
"27","PF21077","Glutamate dehydrogenase, ACT3 domain"
"27","PF20501","MBH, subunit E"
"27","PF19251","Family of unknown function (DUF5899)"
"27","PF19036","First Longin domain of FUZ, MON1 and HPS1"
"27","PF18979","Family of unknown function (DUF5715)"
"27","PF18055","26S proteasome regulatory subunit RPN6 N-terminal domain"
"27","PF17936","Bacterial Ig domain"
"27","PF17408","Malonyl-CoA decarboxylase N-terminal domain"
"27","PF16216","GxGYxYP_N 1st domain"
"27","PF16186","Atypical Arm repeat"
"27","PF16156","Domain of unknown function (DUF4864)"
"27","PF14844","PH domain associated with Beige/BEACH"
"27","PF14778","Odorant response abnormal 4-like"
"27","PF13851","Growth-arrest specific micro-tubule binding"
"27","PF13699","Domain of unknown function (DUF4157)"
"27","PF13423","Ubiquitin carboxyl-terminal hydrolase"
"27","PF12904","Putative collagen-binding domain of a collagenase"
"27","PF12810","Glycine rich protein"
"27","PF12730","ABC-2 family transporter protein"
"27","PF12157","Protein of unknown function (DUF3591)"
"27","PF11977","Zc3h12a-like Ribonuclease NYN domain"
"27","PF11865","Domain of unknown function (DUF3385)"
"27","PF11150","Protein of unknown function (DUF2927)"
"27","PF11011","Protein of unknown function (DUF2849)"
"27","PF10742","Protein of unknown function (DUF2555)"
"27","PF10418","Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B"
"27","PF10391","Fingers domain of DNA polymerase lambda"
"27","PF09830","ATP adenylyltransferase C-terminal domain"
"27","PF09493","Tryptophan-rich protein (DUF2389)"
"27","PF09407","AbiEi antitoxin C-terminal domain"
"27","PF09358","Ubiquitin fold domain"
"27","PF09258","Glycosyl transferase family 64 domain"
"27","PF08698","Fcf2 pre-rRNA processing"
"27","PF08660","Oligosaccharide biosynthesis protein Alg14 like"
"27","PF08392","FAE1/Type III polyketide synthase-like protein"
"27","PF08231","SYF2 splicing factor"
"27","PF08211","Cytidine and deoxycytidylate deaminase zinc-binding region"
"27","PF08079","Ribosomal L30 N-terminal domain"
"27","PF07808","RED-like protein N-terminal region"
"27","PF07746","Aromatic-ring-opening dioxygenase LigAB, LigA subunit"
"27","PF07712","Stress up-regulated Nod 19"
